1	23862
2	120940
3	11722
4	145196
5	16902
6	20293
7	86425
8	128776
9	12753
10	98346
11	98346
12	98346
13	44506
14	32170
15	38577
16	28450
17	34377
18	61851
19	29114
20	83060
21	27243
22	22295
23	114344
24	46302
25	106722
26	106722
27	106722
28	59567
29	18191
30	144053
31	15487
32	43599
33	54516
34	58092
35	18437
36	83805
37	83805
38	33899
39	29361
40	33172
41	151388
42	84803
43	142860
44	142860
45	16357
46	113400
47	113400
48	102637
49	30337
50	36815
51	131497
